agent_ephemeral_id,agent_hostname,agent_id,agent_name,agent_type,agent_version,ecs_version,event_action,event_code,event_created,event_kind,event_outcome,event_provider,host_architecture,host_hostname,host_id,host_ip,host_mac,host_name,host_os_build,host_os_family,host_os_kernel,host_os_name,host_os_platform,host_os_version,log_level,message,tags,winlog_api,winlog_channel,winlog_computer_name,winlog_event_data_HandleId,winlog_event_data_ObjectServer,winlog_event_data_ProcessId,winlog_event_data_ProcessName,winlog_event_data_SubjectDomainName,winlog_event_data_SubjectLogonId,winlog_event_data_SubjectUserName,winlog_event_data_SubjectUserSid,winlog_event_id,winlog_keywords,winlog_opcode,winlog_process_pid,winlog_process_thread_id,winlog_provider_guid,winlog_provider_name,winlog_record_id,winlog_task,user_name, winlog_event_data_SubjectUserName
2888c8af-3ed2-4c83-9525-24afaa9c501a,PC-Teste-Win,3b2b421f-5dfe-47dc-94a9-7c0b324daa34,PC-Teste-Win,winlogbeat,7.9.3,1.5.0,Kernel Object,4658,09:11:2020 15:51:19.923,event,success,Microsoft-Windows-Security-Auditing,x86_64,PC-Teste-Win,ba1c7697-c37b-425d-a2e0-ef8c7cc6cfd1,00::00e:00:00:9251- 11.0.51.215,08:00:27:7d:06:47,PC-Teste-Win,18.362.720,windows,10.0.18362.720 (WinBuild.160101.0800),Windows 10 Pro,windows,10.0,informações,'O identificador de um objeto foi fechado. Assunto: ID de Segurança:		S-1-5-18 Nome da Conta:		PC-TESTE-WIN$ Domínio da Conta:		WORKGROUP ID de Início de Sessão:		0x3E7 Objeto: Servidor de Objetos:		Security ID do Identificador:		0x22d0 Informações do Processo:	ID do Processo:		0x1924 Nome do Processo:		C:\Program Files\metricbeat-7.9.0-windows-x86_64\metricbeat.exe' Nome da Conta:		teste_pc Saída Endereço de Origem:		11.0.51.215  Porta de Origem:		51804 	Endereço de Destino:	10.13.2.22 	Porta de Destino:		80 	Protocolo:		6 ,windows-systems- beats_input_codec_plain_applied,wineventlog,Security,PC-Teste-Win,0x22d0,Security,0x1924,C:\Program Files\metricbeat-7.9.0-windows-x86_64\metricbeat.exe,WORKGROUP,0x3e7,PC-TESTE-WIN$,S-1-5-18,4658,Auditoria de Êxitos,Info,4,5.496,{54849625-5478-4994-a5ba-3e3b0328c30d},Microsoft-Windows-Security-Auditing,83014999,Kernel Object,teste_pc,teste_pc
